Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,89.720001,90.00,88.400002,88.470001,1585400,87.306011
2014-12-30,89.949997,90.389999,89.279999,89.459999,1377200,88.282984
2014-12-29,89.769997,90.559998,89.400002,90.139999,1617300,88.954037
2014-12-26,90.550003,90.900002,90.160004,90.239998,1478300,88.460614
2014-12-24,91.00,91.050003,90.169998,90.260002,739700,88.480224
2014-12-23,90.610001,91.379997,90.489998,90.849998,1569500,89.058586
2014-12-22,90.209999,90.379997,89.50,90.239998,1875900,88.460614
2014-12-19,89.540001,90.510002,89.300003,90.099998,5180900,88.323375
2014-12-18,89.860001,90.00,89.07,89.540001,2876200,87.77442
2014-12-17,87.949997,88.980003,87.110001,88.739998,3435900,86.990192
2014-12-16,87.540001,89.870003,87.25,87.800003,4244400,86.068732
2014-12-15,86.660004,88.50,86.599998,87.470001,3956300,85.745237
2014-12-12,87.480003,87.809998,86.389999,86.410004,2864600,84.706141
2014-12-11,87.760002,88.419998,87.599998,87.989998,3016900,86.25498
2014-12-10,88.889999,89.00,87.470001,87.519997,2814300,85.794247
2014-12-09,87.959999,89.199997,87.949997,89.199997,2499100,87.44112
2014-12-08,89.610001,90.099998,88.629997,88.839996,1995300,87.088218
2014-12-05,89.239998,90.050003,89.010002,89.730003,2071700,87.960676
2014-12-04,89.870003,89.949997,88.889999,89.57,2055800,87.803827
2014-12-03,88.599998,90.379997,88.540001,90.18,3623500,88.4018
2014-12-02,89.449997,89.629997,88.080002,88.309998,3781600,86.56867
2014-12-01,87.949997,89.660004,87.82,89.580002,5245200,87.813632
